Word,total_occurrences,misclassified_occurrences,misclassification_percentage
rumours,1,0,0.0
psychologist,1,0,0.0
vub,1,0,0.0
preparedness,2,0,0.0
touted,1,0,0.0
omgevingsdienst,5,0,0.0
licensee,1,0,0.0
cees,1,0,0.0
replaces,1,0,0.0
nieuwenhuizen,2,0,0.0
forfarmers,2,0,0.0
berenberg,2,0,0.0
tkh,1,0,0.0
boobs,1,0,0.0
positivity,1,0,0.0
tastic,1,0,0.0
mantelzorgnl,1,0,0.0
rebel,2,0,0.0
pollinator,1,0,0.0
butterflies,2,0,0.0
bees,1,0,0.0
republics,1,0,0.0
wildflower,1,0,0.0
bedstraw,1,0,0.0
gentian,1,0,0.0
harebell,1,0,0.0
fuschia,1,0,0.0
illustrations,2,0,0.0
boob,1,0,0.0
conserve,1,0,0.0
elites,1,0,0.0
seagrass,2,0,0.0
avert,1,0,0.0
refreshing,2,0,0.0
babette,1,0,0.0
textile,1,0,0.0
mildly,1,0,0.0
polluter,1,0,0.0
dyeing,1,0,0.0
unworn,1,0,0.0
haaglanden,5,0,0.0
noordberg,1,0,0.0
lizzy,1,0,0.0
outsourced,2,0,0.0
abp,1,0,0.0
accrual,1,0,0.0
bicycle,1,0,0.0
ikb,1,0,0.0
communicator,1,0,0.0
enquirer,1,0,0.0
developmentally,1,0,0.0
overseeing,1,0,0.0
sparring,2,0,0.0
slowfashionseason,1,0,0.0
rodamco,1,0,0.0
counterbalanced,1,0,0.0
friese,1,0,0.0
lard,1,0,0.0
plot,3,0,0.0
elpe,2,0,0.0
whorl,2,0,0.0
juniper,3,0,0.0
refresh,2,0,0.0
lovers,2,0,0.0
diehard,1,0,0.0
socksciety,1,0,0.0
matching,3,0,0.0
jammies,1,0,0.0
mate,2,0,0.0
edison,1,0,0.0
bobble,1,0,0.0
countrywide,1,0,0.0
thickens,1,0,0.0
opec,5,0,0.0
cartel,2,0,0.0
axi,1,0,0.0
enforcer,1,0,0.0
duvet,1,0,0.0
socks,5,0,0.0
119,1,0,0.0
halting,1,0,0.0
musicians,2,0,0.0
lockdowns,2,0,0.0
nord,2,0,0.0
oci,2,0,0.0
elliot,1,0,0.0
drops,1,0,0.0
traded,1,0,0.0
holliday,1,0,0.0
westfield,1,0,0.0
mackenzie,1,0,0.0
asml,2,0,0.0
asm,1,0,0.0
streamlined,1,0,0.0
1964,1,0,0.0
clots,1,0,0.0
725,1,0,0.0
1900,1,0,0.0
euronext,1,0,0.0
fagron,1,0,0.0
recurring,1,0,0.0
aftermarket,1,0,0.0
chad,1,0,0.0
coöperatie,2,0,0.0
knvb,2,0,0.0
divisie,3,0,0.0
kampioen,1,0,0.0
keuken,1,0,0.0
eredivisie,4,0,0.0
skyrocket,1,0,0.0
nienke,1,0,0.0
979,1,0,0.0
434,1,0,0.0
677,1,0,0.0
sequester,1,0,0.0
kocht,1,0,0.0
editors,1,0,0.0
descendants,1,0,0.0
aptly,1,0,0.0
tumblers,1,0,0.0
stemmed,2,0,0.0
bottles,1,0,0.0
marco,1,0,0.0
glasses,3,0,0.0
delightful,1,0,0.0
homewares,1,0,0.0
391,1,0,0.0
sp,2,0,0.0
anp,1,0,0.0
azc,1,0,0.0
inspectorates,1,0,0.0
unicef,1,0,0.0
amv,1,0,0.0
nidos,1,0,0.0
guardianship,1,0,0.0
coa,3,0,0.0
contents,1,0,0.0
demarche,1,0,0.0
eerste,2,0,0.0
sudan,1,0,0.0
kuwaiti,1,0,0.0
bridging,1,0,0.0
eighteen,1,0,0.0
uwv,2,0,0.0
visser,1,0,0.0
heimens,1,0,0.0
merel,1,0,0.0
hemorrhage,2,0,0.0
tia,2,0,0.0
infarction,2,0,0.0
huizer,1,0,0.0
pumping,1,0,0.0
consciousness,1,0,0.0
racial,4,0,0.0
retains,1,0,0.0
prosperous,6,0,0.0
centennial,1,0,0.0
trouw,1,0,0.0
spraying,1,0,0.0
evicted,3,0,0.0
starve,1,0,0.0
fmo,1,0,0.0
damen,1,0,0.0
taper,2,0,0.0
lucrative,2,0,0.0
dredger,1,0,0.0
pyongyang,1,0,0.0
ballistic,2,0,0.0
kcna,2,0,0.0
slavery,1,0,0.0
garment,1,0,0.0
kilo,1,0,0.0
buys,1,0,0.0
depletion,1,0,0.0
root,4,0,0.0
overlooked,1,0,0.0
shipbuilder,1,0,0.0
dye,1,0,0.0
candy,2,0,0.0
letterbox,1,0,0.0
apt,1,0,0.0
tends,1,0,0.0
wrist,1,0,0.0
slap,3,0,0.0
kaag,1,0,0.0
sigrid,1,0,0.0
insured,3,0,0.0
metropolis,1,0,0.0
reckoned,1,0,0.0
urbinvest,1,0,0.0
colombia,2,0,0.0
herbs,1,0,0.0
freshness,1,0,0.0
hendrick,1,0,0.0
distiller,1,0,0.0
gracie,1,0,0.0
lesley,1,0,0.0
curaçao,2,0,0.0
handmade,2,0,0.0
heralds,1,0,0.0
1921,1,0,0.0
islets,1,0,0.0
swipes,1,0,0.0
overshadow,1,0,0.0
upbringing,2,0,0.0
lipinski,1,0,0.0
dominic,2,0,0.0
maximos,1,0,0.0
copped,1,0,0.0
slam,3,0,0.0
shutting,3,0,0.0
punches,1,0,0.0
melbourne,3,0,0.0
seng,1,0,0.0
nigel,1,0,0.0
sniping,1,0,0.0
kokkinakis,1,0,0.0
thanasi,1,0,0.0
846,1,0,0.0
deck,1,0,0.0
balloon,1,0,0.0
dragonfly,1,0,0.0
phosphate,1,0,0.0
demolished,1,0,0.0
treeless,1,0,0.0
202,1,0,0.0
disgrace,1,0,0.0
neville,1,0,0.0
gary,1,0,0.0
embarrassing,2,0,0.0
firmino,1,0,0.0
th,1,0,0.0
scorer,1,0,0.0
salah,1,0,0.0
nunez,1,0,0.0
kokkali,1,0,0.0
mutualized,1,0,0.0
favila,1,0,0.0
plausibly,1,0,0.0
substantiate,1,0,0.0
pause,1,0,0.0
mortgagee,1,0,0.0
homeowner,1,0,0.0
coined,1,0,0.0
mismatch,1,0,0.0
invariably,1,0,0.0
fearful,1,0,0.0
employability,1,0,0.0
incendiary,2,0,0.0
potami,1,0,0.0
hefty,2,0,0.0
eurocommissioners,1,0,0.0
weston,1,0,0.0
mcdonald,1,0,0.0
lou,1,0,0.0
restated,1,0,0.0
collusion,2,0,0.0
paramilitaries,1,0,0.0
loyalist,1,0,0.0
enjoy,5,0,0.0
halfway,1,0,0.0
murders,1,0,0.0
meadow,1,0,0.0
wembley,1,0,0.0
charlton,1,0,0.0
immense,2,0,0.0
cats,1,0,0.0
assignments,1,0,0.0
affinity,1,0,0.0
suite,1,0,0.0
intermediary,1,0,0.0
reexaminations,1,0,0.0
occasional,1,0,0.0
periodic,1,0,0.0
creatively,1,0,0.0
751,1,0,0.0
eroding,1,0,0.0
soils,1,0,0.0
pollinating,1,0,0.0
flowering,1,0,0.0
grasses,1,0,0.0
yielding,1,0,0.0
consist,1,0,0.0
grasslands,1,0,0.0
drainage,1,0,0.0
peat,1,0,0.0
livability,1,0,0.0
938,1,0,0.0
nederland,1,0,0.0
natuurnetwerk,1,0,0.0
demolition,1,0,0.0
miffed,2,0,0.0
scrapped,1,0,0.0
baggage,1,0,0.0
forensic,1,0,0.0
896,1,0,0.0
retrofits,1,0,0.0
940,1,0,0.0
upgrades,3,0,0.0
746,1,0,0.0
mouthpieces,1,0,0.0
leila,1,0,0.0
gavdos,1,0,0.0
environments,8,0,0.0
lasithi,1,0,0.0
angered,1,0,0.0
injections,3,0,0.0
row,4,0,0.0
inmates,1,0,0.0
goop,1,0,0.0
pitt,6,0,0.0
gwyneth,2,0,0.0
shambles,1,0,0.0
makeshift,2,0,0.0
blaze,1,0,0.0
carved,2,0,0.0
fostered,3,0,0.0
lovely,2,0,0.0
bruce,2,0,0.0
chu,1,0,0.0
nathan,1,0,0.0
infectiologists,1,0,0.0
ulb,1,0,0.0
gilbert,1,0,0.0
iraqis,1,0,0.0
996,2,0,0.0
amx,1,0,0.0
unibail,2,0,0.0
physiotherapists,1,0,0.0
dentists,3,0,0.0
carcan,1,0,0.0
magnette,1,0,0.0
cyparissia,1,0,0.0
terzake,1,0,0.0
masking,1,0,0.0
henceforth,1,0,0.0
belkhir,1,0,0.0
executions,2,0,0.0
tulare,1,0,0.0
13th,1,0,0.0
messinian,1,0,0.0
bespoke,1,0,0.0
library,3,0,0.0
mills,1,0,0.0
essay,2,0,0.0
favourites,1,0,0.0
woluwe,1,0,0.0
lucas,1,0,0.0
uz,1,0,0.0
soir,1,0,0.0
mentor,2,0,0.0
paternal,1,0,0.0
adored,1,0,0.0
graylock,1,0,0.0
jennifer,2,0,0.0
vineyard,4,0,0.0
angelina,3,0,0.0
embroiled,3,0,0.0
uninformed,1,0,0.0
seething,1,0,0.0
wayward,1,0,0.0
2039,1,0,0.0
tabloid,2,0,0.0
archie,1,0,0.0
colla,1,0,0.0
kyrgios,4,0,0.0
favouring,1,0,0.0
tournament,3,0,0.0
headlines,4,0,0.0
blackmail,3,0,0.0
lleyton,3,0,0.0
tsarouxa,1,0,0.0
fernandes,1,0,0.0
epitomised,1,0,0.0
portrayed,2,0,0.0
tighter,2,0,0.0
eqc,1,0,0.0
euh,1,0,0.0
manipulated,1,0,0.0
870,1,0,0.0
sundowner,1,0,0.0
attributes,1,0,0.0
lineup,1,0,0.0
refreshed,1,0,0.0
damper,1,0,0.0
cruising,1,0,0.0
inflict,1,0,0.0
intrusion,1,0,0.0
feud,1,0,0.0
carded,1,0,0.0
darwin,1,0,0.0
apiece,1,0,0.0
deadlock,1,0,0.0
gakpo,2,0,0.0
cody,1,0,0.0
1931,2,0,0.0
katsiki,1,0,0.0
reds,1,0,0.0
humiliation,2,0,0.0
booth,1,0,0.0
dattilo,1,0,0.0
maurizio,1,0,0.0
regrets,2,0,0.0
mustier,1,0,0.0
quarrelsome,1,0,0.0
prestigious,2,0,0.0
nagel,1,0,0.0
sjb,1,0,0.0
accuses,4,0,0.0
hengaw,1,0,0.0
monitors,3,0,0.0
fierce,2,0,0.0
morality,1,0,0.0
vestment,1,0,0.0
mahsa,1,0,0.0
burial,2,0,0.0
hemus,1,0,0.0
compares,1,0,0.0
expansionist,3,0,0.0
reaffirmed,4,0,0.0
affirmed,1,0,0.0
unquestioning,1,0,0.0
annulling,1,0,0.0
egyptian,6,0,0.0
bylaws,1,0,0.0
lebanon,9,0,0.0
choral,1,0,0.0
amini,6,0,0.0
steering,2,0,0.0
slumped,2,0,0.0
blowers,1,0,0.0
ugl,1,0,0.0
uiltrasporti,1,0,0.0
filt,1,0,0.0
rostering,1,0,0.0
fallacious,1,0,0.0
commercially,1,0,0.0
criticality,1,0,0.0
discontinuity,1,0,0.0
paola,1,0,0.0
dossiers,1,0,0.0
negri,1,0,0.0
invitalia,1,0,0.0
bacchus,1,0,0.0
captains,1,0,0.0
nominee,2,0,0.0
boston,1,0,0.0
privileged,1,0,0.0
prestige,2,0,0.0
impartial,3,0,0.0
mutation,1,0,0.0
vitiate,1,0,0.0
reconnaissance,2,0,0.0
reappointment,1,0,0.0
spencer,2,0,0.0
arcelor,1,0,0.0
initiating,2,0,0.0
elkann,1,0,0.0
sharpest,1,0,0.0
slides,1,0,0.0
upward,2,0,0.0
tilted,1,0,0.0
eurotower,1,0,0.0
veering,1,0,0.0
indexes,1,0,0.0
installments,2,0,0.0
dialogic,1,0,0.0
folder,1,0,0.0
folders,1,0,0.0
abruptly,1,0,0.0
warehouses,1,0,0.0
disturb,1,0,0.0
deems,1,0,0.0
interrogation,1,0,0.0
misuse,2,0,0.0
exaggerate,1,0,0.0
faul,1,0,0.0
denis,4,0,0.0
biosignatures,1,0,0.0
tort,1,0,0.0
damages,7,0,0.0
pecuniary,2,0,0.0
309,3,0,0.0
files,2,0,0.0
sharpen,1,0,0.0
reacting,1,0,0.0
distracts,1,0,0.0
malaise,2,0,0.0
considerations,1,0,0.0
ignazio,1,0,0.0
jumpstart,1,0,0.0
ebola,1,0,0.0
consolidates,1,0,0.0
garanzia,1,0,0.0
acri,1,0,0.0
simonetta,1,0,0.0
entirety,1,0,0.0
dialogues,1,0,0.0
onceded,1,0,0.0
definite,1,0,0.0
discrepancies,1,0,0.0
moderators,1,0,0.0
preferences,3,0,0.0
hypotheses,1,0,0.0
councillors,2,0,0.0
consult,3,0,0.0
repaired,1,0,0.0
trakia,1,0,0.0
peculiarity,1,0,0.0
1314,1,0,0.0
bots,1,0,0.0
1256,1,0,0.0
casini,1,0,0.0
vanya,1,0,0.0
bdibd,1,0,0.0
kancheva,1,0,0.0
tsvetelina,1,0,0.0
bddd,1,0,0.0
resignations,1,0,0.0
stripped,1,0,0.0
vit,1,0,0.0
habitats,2,0,0.0
pathogen,1,0,0.0
macaques,1,0,0.0
scripps,1,0,0.0
bivalent,1,0,0.0
wheel,2,0,0.0
nickname,1,0,0.0
centaurus,5,0,0.0
applause,1,0,0.0
ppe,1,0,0.0
fragility,1,0,0.0
171,2,0,0.0
precautions,1,0,0.0
prudential,1,0,0.0
outpatient,2,0,0.0
triage,1,0,0.0
telematic,1,0,0.0
disregard,2,0,0.0
journals,1,0,0.0
furthest,1,0,0.0
graft,1,0,0.0
lifesitenews,1,0,0.0
streamed,1,0,0.0
elizabeth,4,0,0.0
vima,2,0,0.0
instrumental,2,0,0.0
lambropoulos,1,0,0.0
pandakov,1,0,0.0
hpps,1,0,0.0
purified,1,0,0.0
thracian,2,0,0.0
manganese,1,0,0.0
surface,7,0,0.0
sabcheva,1,0,0.0
urge,6,0,0.0
hilman,2,0,0.0
paula,2,0,0.0
casings,2,0,0.0
implied,2,0,0.0
ec,3,0,0.0
impossibility,1,0,0.0
researching,4,0,0.0
fishermen,1,0,0.0
revizoro,1,0,0.0
emil,2,0,0.0
dnsc,1,0,0.0
nestorov,1,0,0.0
lovech,1,0,0.0
mercury,1,0,0.0
ricciardi,1,0,0.0
rainews,2,0,0.0
gallera,2,0,0.0
giulio,2,0,0.0
sacco,2,0,0.0
cityliner,1,0,0.0
privato,1,0,0.0
lavoro,1,0,0.0
usb,1,0,0.0
pregnancy,3,0,0.0
fertility,2,0,0.0
slain,1,0,0.0
disobedience,1,0,0.0
glare,1,0,0.0
electable,1,0,0.0
nomination,1,0,0.0
slavi,1,0,0.0
peacemaker,2,0,0.0
deadlocked,1,0,0.0
thesis,3,0,0.0
architectural,1,0,0.0
abolished,7,0,0.0
wounded,1,0,0.0
gunshots,2,0,0.0
paramilitary,2,0,0.0
shouted,1,0,0.0
distraught,1,0,0.0
honking,2,0,0.0
samples,2,0,0.0
flourished,1,0,0.0
paradigm,5,0,0.0
administrators,1,0,0.0
unprepared,1,0,0.0
lokdown,1,0,0.0
vanished,1,0,0.0
donato,1,0,0.0
ashes,2,0,0.0
smoldering,3,0,0.0
lecce,2,0,0.0
pierluigi,1,0,0.0
epidemiologist,2,0,0.0
atrrivated,1,0,0.0
umpteenth,1,0,0.0
burioni,2,0,0.0
solitary,2,0,0.0
swabbed,1,0,0.0
reconstructed,1,0,0.0
reconstructing,1,0,0.0
lodi,2,0,0.0
videnov,1,0,0.0
bankrupt,4,0,0.0
racketeering,1,0,0.0
290,2,0,0.0
nightclub,1,0,0.0
627,1,0,0.0
allocating,3,0,0.0
irreparable,1,0,0.0
pleased,4,0,0.0
multiannual,1,0,0.0
amounting,1,0,0.0
shorter,1,0,0.0
gtx,3,0,0.0
debut,3,0,0.0
scan,1,0,0.0
buyer,1,0,0.0
melancholy,1,0,0.0
secondment,1,0,0.0
secondments,1,0,0.0
appointments,4,0,0.0
hopelessness,1,0,0.0
sertraline,1,0,0.0
seconding,1,0,0.0
cvm,2,0,0.0
verification,2,0,0.0
powerlessness,1,0,0.0
sega,1,0,0.0
sleep,7,0,0.0
kd,1,0,0.0
bader,1,0,0.0
ead,2,0,0.0
dividends,2,0,0.0
heirs,1,0,0.0
dematerialised,1,0,0.0
nra,1,0,0.0
organising,1,0,0.0
jp,1,0,0.0
arca,1,0,0.0
326,1,0,0.0
anima,1,0,0.0
719,1,0,0.0
952,1,0,0.0
597,1,0,0.0
242,1,0,0.0
927,1,0,0.0
redemptions,1,0,0.0
minivan,1,0,0.0
wheelbase,1,0,0.0
previewed,1,0,0.0
overlap,1,0,0.0
facelift,1,0,0.0
vizzin,1,0,0.0
passat,1,0,0.0
299,1,0,0.0
hp,2,0,0.0
gti,1,0,0.0
depository,1,0,0.0
valuation,4,0,0.0
unlisted,2,0,0.0
fda,2,0,0.0
facilitated,3,0,0.0
dormant,1,0,0.0
velev,1,0,0.0
micro,2,0,0.0
cabin,1,0,0.0
lifts,2,0,0.0
corallo,1,0,0.0
riviera,1,0,0.0
sogeaal,4,0,0.0
alghero,4,0,0.0
perini,4,0,0.0
forgot,1,0,0.0
corners,2,0,0.0
wandering,1,0,0.0
widen,1,0,0.0
irrelevance,1,0,0.0
sour,1,0,0.0
conqueror,1,0,0.0
esgron,1,0,0.0
marginalization,2,0,0.0
benghazi,1,0,0.0
qaddafi,1,0,0.0
misrata,1,0,0.0
militiamen,1,0,0.0
rabie,1,0,0.0
authoritarian,3,0,0.0
assertion,2,0,0.0
formality,1,0,0.0
convenient,2,0,0.0
nominated,2,0,0.0
wadi,1,0,0.0
evidenced,2,0,0.0
sketch,1,0,0.0
registers,2,0,0.0
precipice,1,0,0.0
134,1,0,0.0
nosedive,1,0,0.0
skies,1,0,0.0
surplus,1,0,0.0
noses,1,0,0.0
sardinia,1,0,0.0
centrality,1,0,0.0
ryanair,1,0,0.0
restores,1,0,0.0
solidity,1,0,0.0
gallo,1,0,0.0
papers,2,0,0.0
tentative,1,0,0.0
squared,1,0,0.0
exhaustion,1,0,0.0
raymond,1,0,0.0
fr,2,0,0.0
2007,3,0,0.0
whitters,1,0,0.0
schoolboy,1,0,0.0
plight,2,0,0.0
ira,1,0,0.0
1981,1,0,0.0
mediate,1,0,0.0
unsuccessful,2,0,0.0
unexplained,1,0,0.0
fabio,3,0,0.0
lorena,1,0,0.0
inconvenience,1,0,0.0
undersized,1,0,0.0
serafin,1,0,0.0
ultrawideband,1,0,0.0
unblocked,1,0,0.0
mbit,1,0,0.0
download,1,0,0.0
tenders,2,0,0.0
expeditious,1,0,0.0
sensibilities,1,0,0.0
leased,1,0,0.0
categorization,1,0,0.0
sella,1,0,0.0
ravda,1,0,0.0
emerald,1,0,0.0
cigarette,1,0,0.0
blowing,1,0,0.0
reprehensible,3,0,0.0
morally,3,0,0.0
intend,3,0,0.0
unsympathetic,1,0,0.0
liguria,1,0,0.0
owed,1,0,0.0
benetton,2,0,0.0
noisy,1,0,0.0
trickle,1,0,0.0
downgrading,2,0,0.0
zoloft,1,0,0.0
murdering,1,0,0.0
submitting,1,0,0.0
kinder,1,0,0.0
irs,5,0,0.0
optics,1,0,0.0
gigabits,1,0,0.0
125,1,0,0.0
spans,1,0,0.0
wired,1,0,0.0
concentrating,1,0,0.0
persuade,3,0,0.0
conceive,1,0,0.0
marin,1,0,0.0
lipid,1,0,0.0
reckless,2,0,0.0
reflection,2,0,0.0
correspond,3,0,0.0
justices,1,0,0.0
thereto,1,0,0.0
appendices,1,0,0.0
appellant,1,0,0.0
relating,1,0,0.0
baton,1,0,0.0
sounding,3,0,0.0
pose,3,0,0.0
corroborated,1,0,0.0
sperandio,1,0,0.0
shots,2,0,0.0
laziness,1,0,0.0
proverbial,1,0,0.0
anas,1,0,0.0
reverting,1,0,0.0
aspi,6,0,0.0
copious,1,0,0.0
deducted,2,0,0.0
forfeited,1,0,0.0
stipulate,1,0,0.0
inserted,2,0,0.0
scathing,1,0,0.0
autostrade,1,0,0.0
484,1,0,0.0
revoke,2,0,0.0
amundi,1,0,0.0
biggies,1,0,0.0
fideuram,1,0,0.0
eurizon,1,0,0.0
balances,3,0,0.0
definitively,1,0,0.0
receptions,1,0,0.0
sai,1,0,0.0
sanpaolo,1,0,0.0
intesa,1,0,0.0
208,1,0,0.0
mediolanum,1,0,0.0
213,1,0,0.0
420,1,0,0.0
nail,1,0,0.0
postponements,1,0,0.0
evidentiary,1,0,0.0
costly,2,0,0.0
gip,1,0,0.0
concordant,1,0,0.0
attrition,1,0,0.0
cognizability,1,0,0.0
mitigation,1,0,0.0
maintainer,1,0,0.0
chatty,1,0,0.0
entangled,1,0,0.0
dispelling,1,0,0.0
slowness,2,0,0.0
maneuvers,1,0,0.0
blatantly,2,0,0.0
raining,2,0,0.0
interrogations,1,0,0.0
excerpts,2,0,0.0
shreds,1,0,0.0
dock,2,0,0.0
unbelievable,1,0,0.0
civilized,1,0,0.0
maximalism,1,0,0.0
toninelli,1,0,0.0
morandi,2,0,0.0
cantonment,1,0,0.0
risklessly,1,0,0.0
stalling,1,0,0.0
defaults,1,0,0.0
debit,1,0,0.0
thresholds,1,0,0.0
litigation,1,0,0.0
consensual,1,0,0.0
downsizing,1,0,0.0
retrenchment,1,0,0.0
ingenuity,1,0,0.0
spheres,1,0,0.0
immobile,1,0,0.0
nurtured,1,0,0.0
fortunes,1,0,0.0
chessboard,1,0,0.0
rizzo,3,0,0.0
cardinal,1,0,0.0
steagall,1,0,0.0
charter,1,0,0.0
woods,1,0,0.0
bretton,1,0,0.0
progressively,1,0,0.0
externalization,1,0,0.0
weaving,1,0,0.0
vigor,2,0,0.0
renske,1,0,0.0
ortiz,1,0,0.0
orderly,3,0,0.0
fracking,1,0,0.0
rethinking,1,0,0.0
mutuals,1,0,0.0
unscrupulous,1,0,0.0
tater,1,0,0.0
photonics,1,0,0.0
yorkshire,1,0,0.0
midlands,1,0,0.0
sterilization,1,0,0.0
helena,1,0,0.0
hoogeveen,1,0,0.0
ja21,1,0,0.0
mote,1,0,0.0
misfortune,1,0,0.0
rafaela,2,0,0.0
intel,2,0,0.0
unrest,1,0,0.0
appalled,1,0,0.0
disagrees,1,0,0.0
fop,1,0,0.0
hambach,1,0,0.0
politicized,1,0,0.0
decommissioning,2,0,0.0
caa,1,0,0.0
interventionist,1,0,0.0
welt,1,0,0.0
infiltration,1,0,0.0
voss,2,0,0.0
torsten,1,0,0.0
informative,1,0,0.0
canteen,1,0,0.0
expands,1,0,0.0
8000,1,0,0.0
repower,1,0,0.0
nrp,2,0,0.0
ata,1,0,0.0
hypothesizing,2,0,0.0
artistic,3,0,0.0
disciplines,1,0,0.0
suburban,1,0,0.0
synergy,1,0,0.0
orient,1,0,0.0
extracted,2,0,0.0
fitted,3,0,0.0
ovum,1,0,0.0
whereby,1,0,0.0
briefly,2,0,0.0
porcine,2,0,0.0
contractual,1,0,0.0
skyriakideseu,1,0,0.0
equals,1,0,0.0
curb,6,0,0.0
loopholes,2,0,0.0
disincentives,1,0,0.0
discourage,1,0,0.0
thrift,1,0,0.0
penalize,1,0,0.0
glycoproteins,1,0,0.0
decentralised,1,0,0.0
interconnectors,1,0,0.0
europeanizing,1,0,0.0
algeria,4,0,0.0
bordering,2,0,0.0
renewing,2,0,0.0
cooperating,2,0,0.0
interlocutors,1,0,0.0
indo,1,0,0.0
consolidating,1,0,0.0
moderator,1,0,0.0
promoter,1,0,0.0
reconnect,1,0,0.0
nutrition,1,0,0.0
disembarkation,1,0,0.0
generalized,1,0,0.0
treaties,1,0,0.0
migratory,1,0,0.0
modeled,1,0,0.0
presupposes,1,0,0.0
socioeconomic,1,0,0.0
upstream,1,0,0.0
downstream,2,0,0.0
choreographic,1,0,0.0
musical,1,0,0.0
fostering,1,0,0.0
regeneration,1,0,0.0
135,2,0,0.0
favored,1,0,0.0
alienating,1,0,0.0
emigration,2,0,0.0
memorable,1,0,0.0
boho,1,0,0.0
chic,1,0,0.0
afforded,1,0,0.0
assisting,1,0,0.0
fáil,1,0,0.0
fianna,1,0,0.0
relates,2,0,0.0
heed,1,0,0.0
tighten,2,0,0.0
disgusting,1,0,0.0
empowers,1,0,0.0
knee,1,0,0.0
saddle,3,0,0.0
topple,1,0,0.0
affirm,1,0,0.0
fertilizer,2,0,0.0
misjudgments,1,0,0.0
opt,2,0,0.0
consents,1,0,0.0
rai,1,0,0.0
bingen,1,0,0.0
lay,2,0,0.0
brighter,1,0,0.0
treats,1,0,0.0
jerk,1,0,0.0
nineties,1,0,0.0
numeracy,1,0,0.0
denialism,1,0,0.0
tide,1,0,0.0
asterion,2,0,0.0
equip,5,0,0.0
serving,6,0,0.0
magnet,1,0,0.0
passionate,1,0,0.0
reimagine,1,0,0.0
pedagogical,6,0,0.0
amenities,2,0,0.0
tribal,1,0,0.0
7m,1,0,0.0
eighties,1,0,0.0
seventies,1,0,0.0
visitor,2,0,0.0
chores,1,0,0.0
caregiver,2,0,0.0
uighurs,1,0,0.0
depose,1,0,0.0
reiterates,1,0,0.0
blok,3,0,0.0
stef,1,0,0.0
lowered,2,0,0.0
exceptionally,1,0,0.0
suppressed,5,0,0.0
luxurious,1,0,0.0
resourced,1,0,0.0
saskia,1,0,0.0
culpability,1,0,0.0
hazekamp,1,0,0.0
pvda,2,0,0.0
jongerius,1,0,0.0
dalli,2,0,0.0
eggs,1,0,0.0
mammalian,1,0,0.0
surrounds,1,0,0.0
membrane,2,0,0.0
glycoprotein,1,0,0.0
idyllic,1,0,0.0
pellucida,3,0,0.0
transitioning,1,0,0.0
renews,1,0,0.0
pharmacological,1,0,0.0
horses,10,0,0.0
bioscience,1,0,0.0
continuously,1,0,0.0
imperial,3,0,0.0
romanticised,1,0,0.0
harking,1,0,0.0
assure,2,0,0.0
harmoniously,1,0,0.0
surprising,3,0,0.0
remit,4,0,0.0
2045,1,0,0.0
zona,3,0,0.0
theoxenia,1,0,0.0
sponsorship,2,0,0.0
prioritise,2,0,0.0
leo,1,0,0.0
periodically,1,0,0.0
roadside,1,0,0.0
surroundings,1,0,0.0
wipers,1,0,0.0
windshield,1,0,0.0
lights,1,0,0.0
perceives,1,0,0.0
vin,1,0,0.0
tracks,1,0,0.0
bricmont,1,0,0.0
assistants,1,0,0.0
trusting,1,0,0.0
counselor,2,0,0.0
trepidation,1,0,0.0
intensively,3,0,0.0
specialize,1,0,0.0
pothoven,1,0,0.0
dystopia,1,0,0.0
vestiges,1,0,0.0
générale,1,0,0.0
société,1,0,0.0
decisiveness,3,0,0.0
pollák,1,0,0.0
slovak,1,0,0.0
adolescent,1,0,0.0
snowmelt,1,0,0.0
reservoir,1,0,0.0
coldena,1,0,0.0
rainbow,1,0,0.0
colors,3,0,0.0
la7,1,0,0.0
inhumane,1,0,0.0
disloyalty,1,0,0.0
europa,1,0,0.0
vedova,1,0,0.0
banality,1,0,0.0
shipwrecked,2,0,0.0
ong,1,0,0.0
straightforward,1,0,0.0
bolzano,2,0,0.0
assign,2,0,0.0
disembarked,1,0,0.0
desperation,2,0,0.0
dia,1,0,0.0
nea,1,0,0.0
veterinarian,1,0,0.0
coincidentally,1,0,0.0
romagna,1,0,0.0
emilia,1,0,0.0
piantedosi,4,0,0.0
bonaccini,3,0,0.0
dems,1,0,0.0
tarvisio,2,0,0.0
hack,1,0,0.0
spam,1,0,0.0
kalashnikov,2,0,0.0
shakhnazarov,1,0,0.0
retrospective,1,0,0.0
shelter,4,0,0.0
gastronomic,1,0,0.0
residing,1,0,0.0
cirio,1,0,0.0
closeness,1,0,0.0
huddle,1,0,0.0
hesitation,1,0,0.0
fratoianni,1,0,0.0
purge,1,0,0.0
viva,1,0,0.0
paita,1,0,0.0
isabella,1,0,0.0
baffling,1,0,0.0
scarpa,1,0,0.0
rachele,1,0,0.0
kovachevtsi,1,0,0.0
sulfide,1,0,0.0
smells,2,0,0.0
releases,2,0,0.0
hooked,1,0,0.0
bee,4,0,0.0
motorcycle,1,0,0.0
accumulated,1,0,0.0
nodes,1,0,0.0
siena,1,0,0.0
selecting,1,0,0.0
discontinuation,1,0,0.0
resuming,1,0,0.0
bardelli,3,0,0.0
braf,1,0,0.0
egfr,3,0,0.0
monoclonal,1,0,0.0
5x1000,1,0,0.0
airc,1,0,0.0
